M, N, B, Name, Result, Time, OPT_RATE
2, 14, 5.000000, GA, 19.000000, 17.066500, 1.000000
2, 14, 5.000000, BB_DP, 19.000000, 22.244800, -19.000000
2, 14, 5.000000, PDP, 19.000000, 2.933700, 1.000000
2, 14, 5.000000, TABU, 19.000000, 7.629200, 1.000000
2, 14, 5.000000, GA, 19.000000, 18.526200, 1.000000
2, 14, 5.000000, BB_DP, 18.000000, 14.184000, -18.000000
2, 14, 5.000000, PDP, 18.000000, 2.284200, 1.000000
2, 14, 5.000000, TABU, 18.000000, 6.479100, 1.000000
2, 14, 5.000000, GA, 18.000000, 17.439900, 1.000000
2, 14, 7.000000, BB_DP, 21.000000, 26.404200, -21.000000
2, 14, 7.000000, PDP, 21.000000, 2.215300, 1.000000
2, 14, 7.000000, TABU, 21.000000, 8.486900, 1.000000
2, 14, 7.000000, GA, 22.000000, 17.576700, 1.047619
2, 14, 7.000000, BB_DP, 31.000000, 39.878500, -31.000000
2, 14, 7.000000, PDP, 31.000000, 2.204900, 1.000000
2, 14, 7.000000, TABU, 31.000000, 4.172400, 1.000000
2, 14, 7.000000, GA, 32.000000, 23.519400, 1.032258
2, 14, 7.000000, BB_DP, 17.000000, 48.214600, -17.000000
2, 14, 7.000000, PDP, 17.000000, 2.885800, 1.000000
2, 14, 7.000000, TABU, 17.000000, 6.219500, 1.000000
2, 14, 7.000000, GA, 19.000000, 16.083400, 1.117647
2, 14, 7.000000, BB_DP, 31.000000, 12.301200, -31.000000
2, 14, 7.000000, PDP, 31.000000, 2.040500, 1.000000
2, 14, 7.000000, TABU, 31.000000, 4.008800, 1.000000
2, 14, 7.000000, GA, 34.000000, 14.421800, 1.096774
2, 14, 7.000000, BB_DP, 29.000000, 7.288400, -29.000000
2, 14, 7.000000, PDP, 29.000000, 2.224900, 1.000000
2, 14, 7.000000, TABU, 29.000000, 6.632400, 1.000000
2, 14, 7.000000, GA, 31.000000, 18.633200, 1.068966
2, 16, 3.000000, BB_DP, 8.000000, 251.064300, -8.000000
2, 16, 3.000000, PDP, 8.000000, 19.596200, 1.000000
2, 16, 3.000000, TABU, 9.000000, 5.875000, 1.125000
2, 16, 3.000000, GA, 10.000000, 22.936100, 1.250000
2, 16, 3.000000, BB_DP, 23.000000, 879.108900, -23.000000
2, 16, 3.000000, PDP, 23.000000, 15.726400, 1.000000
2, 16, 3.000000, TABU, 24.000000, 4.147000, 1.043478
2, 16, 3.000000, GA, 27.000000, 12.635200, 1.173913
2, 16, 3.000000, BB_DP, 10.000000, 367.875700, -10.000000
2, 16, 3.000000, PDP, 10.000000, 8.416600, 1.000000
2, 16, 3.000000, TABU, 10.000000, 4.131800, 1.000000
2, 16, 3.000000, GA, 12.000000, 13.492600, 1.200000
2, 16, 3.000000, BB_DP, 2.000000, 73.884200, -2.000000
2, 16, 3.000000, PDP, 2.000000, 8.151400, 1.000000
2, 16, 3.000000, TABU, 5.000000, 4.048100, 2.500000
2, 16, 3.000000, GA, 4.000000, 14.350400, 2.000000
2, 16, 3.000000, BB_DP, 11.000000, 623.369400, -11.000000
2, 16, 3.000000, PDP, 11.000000, 6.893200, 1.000000
2, 16, 3.000000, TABU, 14.000000, 3.855800, 1.272727
2, 16, 3.000000, GA, 13.000000, 12.563100, 1.181818
2, 16, 5.000000, BB_DP, 23.000000, 62.616000, -23.000000
2, 16, 5.000000, PDP, 23.000000, 6.884900, 1.000000
2, 16, 5.000000, TABU, 23.000000, 2.908500, 1.000000
2, 16, 5.000000, GA, 26.000000, 12.707400, 1.130435
2, 16, 5.000000, BB_DP, 14.000000, 112.165100, -14.000000
2, 16, 5.000000, PDP, 14.000000, 6.556000, 1.000000
2, 16, 5.000000, TABU, 16.000000, 3.302600, 1.142857
2, 16, 5.000000, GA, 18.000000, 10.835800, 1.285714
2, 16, 5.000000, BB_DP, 16.000000, 31.831400, -16.000000
2, 16, 5.000000, PDP, 16.000000, 6.800000, 1.000000
2, 16, 5.000000, TABU, 16.000000, 3.964200, 1.000000
2, 16, 5.000000, GA, 17.000000, 11.582700, 1.062500
2, 16, 5.000000, BB_DP, 28.000000, 41.241500, -28.000000
2, 16, 5.000000, PDP, 28.000000, 6.940800, 1.000000
2, 16, 5.000000, TABU, 28.000000, 5.170000, 1.000000
2, 16, 5.000000, GA, 30.000000, 11.008600, 1.071429
2, 16, 5.000000, BB_DP, 25.000000, 47.538500, -25.000000
2, 16, 5.000000, PDP, 25.000000, 6.622000, 1.000000
2, 16, 5.000000, TABU, 25.000000, 3.485400, 1.000000
2, 16, 5.000000, GA, 25.000000, 11.903900, 1.000000
2, 16, 7.000000, BB_DP, 28.000000, 59.131000, -28.000000
2, 16, 7.000000, PDP, 28.000000, 7.043600, 1.000000
2, 16, 7.000000, TABU, 28.000000, 2.727900, 1.000000
2, 16, 7.000000, GA, 30.000000, 11.144600, 1.071429
2, 16, 7.000000, BB_DP, 13.000000, 216.029500, -13.000000
2, 16, 7.000000, PDP, 13.000000, 7.131700, 1.000000
2, 16, 7.000000, TABU, 15.000000, 2.542200, 1.153846
2, 16, 7.000000, GA, 15.000000, 10.606700, 1.153846
2, 16, 7.000000, BB_DP, 22.000000, 760.570700, -22.000000
2, 16, 7.000000, PDP, 22.000000, 6.153400, 1.000000
2, 16, 7.000000, TABU, 22.000000, 3.624000, 1.000000
2, 16, 7.000000, GA, 23.000000, 10.710300, 1.045455
2, 16, 7.000000, BB_DP, 42.000000, 6.418900, -42.000000
2, 16, 7.000000, PDP, 42.000000, 6.308600, 1.000000
2, 16, 7.000000, TABU, 42.000000, 2.718800, 1.000000
2, 16, 7.000000, GA, 43.000000, 10.505700, 1.023810
2, 16, 7.000000, BB_DP, 32.000000, 17.679900, -32.000000
2, 16, 7.000000, PDP, 32.000000, 6.133700, 1.000000
2, 16, 7.000000, TABU, 32.000000, 3.096000, 1.000000
2, 16, 7.000000, GA, 33.000000, 10.794300, 1.031250
2, 18, 3.000000, BB_DP, 14.000000, 9095.743200, -14.000000
2, 18, 3.000000, PDP, 14.000000, 26.787600, 1.000000
2, 18, 3.000000, TABU, 15.000000, 2.514900, 1.071429
2, 18, 3.000000, GA, 15.000000, 11.868200, 1.071429
2, 18, 3.000000, BB_DP, 19.000000, 2885.734500, -19.000000
2, 18, 3.000000, PDP, 19.000000, 33.305300, 1.000000
2, 18, 3.000000, TABU, 21.000000, 3.159100, 1.105263
2, 18, 3.000000, GA, 25.000000, 11.645100, 1.315789
2, 18, 3.000000, BB_DP, 8.000000, 3469.488400, -8.000000
2, 18, 3.000000, PDP, 8.000000, 28.545200, 1.000000
2, 18, 3.000000, TABU, 9.000000, 3.470800, 1.125000
2, 18, 3.000000, GA, 12.000000, 12.408500, 1.500000
2, 18, 3.000000, BB_DP, 6.000000, 2955.111100, -6.000000
2, 18, 3.000000, PDP, 6.000000, 26.844500, 1.000000
2, 18, 3.000000, TABU, 14.000000, 3.318400, 2.333333
2, 18, 3.000000, GA, 14.000000, 11.252400, 2.333333
2, 18, 3.000000, BB_DP, 12.000000, 1040.335600, -12.000000
2, 18, 3.000000, PDP, 12.000000, 31.803500, 1.000000
2, 18, 3.000000, TABU, 17.000000, 3.011800, 1.416667
2, 18, 3.000000, GA, 16.000000, 19.646200, 1.333333
2, 18, 5.000000, BB_DP, 24.000000, 667.925700, -24.000000
2, 18, 5.000000, PDP, 24.000000, 32.832300, 1.000000
2, 18, 5.000000, TABU, 25.000000, 2.937400, 1.041667
2, 18, 5.000000, GA, 25.000000, 13.702200, 1.041667
2, 18, 5.000000, BB_DP, 35.000000, 87.754600, -35.000000
2, 18, 5.000000, PDP, 35.000000, 32.096300, 1.000000
2, 18, 5.000000, TABU, 36.000000, 3.363900, 1.028571
2, 18, 5.000000, GA, 37.000000, 20.880000, 1.057143
2, 18, 5.000000, BB_DP, 22.000000, 437.761500, -22.000000
2, 18, 5.000000, PDP, 22.000000, 32.026500, 1.000000
2, 18, 5.000000, TABU, 24.000000, 3.261100, 1.090909
2, 18, 5.000000, GA, 24.000000, 17.481100, 1.090909
2, 18, 5.000000, BB_DP, 21.000000, 746.596400, -21.000000
2, 18, 5.000000, PDP, 21.000000, 27.082700, 1.000000
2, 18, 5.000000, TABU, 23.000000, 2.618200, 1.095238
2, 18, 5.000000, GA, 23.000000, 11.537900, 1.095238
2, 18, 5.000000, BB_DP, 29.000000, 497.139400, -29.000000
2, 18, 5.000000, PDP, 29.000000, 26.753400, 1.000000
2, 18, 5.000000, TABU, 31.000000, 2.542500, 1.068966
2, 18, 5.000000, GA, 33.000000, 10.821000, 1.137931
2, 18, 7.000000, BB_DP, 32.000000, 80.066400, -32.000000
2, 18, 7.000000, PDP, 32.000000, 26.490100, 1.000000
2, 18, 7.000000, TABU, 33.000000, 2.959200, 1.031250
2, 18, 7.000000, GA, 33.000000, 13.878700, 1.031250
2, 18, 7.000000, BB_DP, 25.000000, 101.189300, -25.000000
2, 18, 7.000000, PDP, 25.000000, 26.646400, 1.000000
2, 18, 7.000000, TABU, 26.000000, 3.191000, 1.040000
2, 18, 7.000000, GA, 25.000000, 14.689400, 1.000000
2, 18, 7.000000, BB_DP, 53.000000, 12.355000, -53.000000
2, 18, 7.000000, PDP, 53.000000, 26.632300, 1.000000
2, 18, 7.000000, TABU, 54.000000, 2.532600, 1.018868
2, 18, 7.000000, GA, 54.000000, 13.859600, 1.018868
2, 18, 7.000000, BB_DP, 39.000000, 165.233600, -39.000000
2, 18, 7.000000, PDP, 39.000000, 26.007000, 1.000000
2, 18, 7.000000, TABU, 39.000000, 3.339900, 1.000000
2, 18, 7.000000, GA, 39.000000, 9.990000, 1.000000
2, 18, 7.000000, BB_DP, 36.000000, 6.702700, -36.000000
2, 18, 7.000000, PDP, 36.000000, 25.866900, 1.000000
2, 18, 7.000000, TABU, 38.000000, 2.662900, 1.055556
2, 18, 7.000000, GA, 37.000000, 10.042300, 1.027778
2, 20, 3.000000, BB_DP, 14.000000, 4409.067300, -14.000000
2, 20, 3.000000, PDP, 14.000000, 120.248700, 1.000000
2, 20, 3.000000, TABU, 14.000000, 3.079800, 1.000000
2, 20, 3.000000, GA, 14.000000, 12.549600, 1.000000
2, 20, 3.000000, BB_DP, 8.000000, 51894.780300, -8.000000
2, 20, 3.000000, PDP, 8.000000, 152.361600, 1.000000
2, 20, 3.000000, TABU, 11.000000, 5.731700, 1.375000
2, 20, 3.000000, GA, 11.000000, 29.591800, 1.375000
2, 20, 3.000000, BB_DP, 26.000000, 23512.104700, -26.000000
2, 20, 3.000000, PDP, 26.000000, 191.304300, 1.000000
2, 20, 3.000000, TABU, 27.000000, 4.607400, 1.038462
2, 20, 3.000000, GA, 30.000000, 18.588400, 1.153846
2, 20, 3.000000, BB_DP, 21.000000, 20969.650600, -21.000000
2, 20, 3.000000, PDP, 21.000000, 191.161300, 1.000000
2, 20, 3.000000, TABU, 22.000000, 5.973500, 1.047619
2, 20, 3.000000, GA, 25.000000, 16.211800, 1.190476
2, 20, 3.000000, BB_DP, 9.000000, 89739.450700, -9.000000
2, 20, 3.000000, PDP, 9.000000, 147.706800, 1.000000
2, 20, 3.000000, TABU, 10.000000, 4.356000, 1.111111
2, 20, 3.000000, GA, 15.000000, 16.031200, 1.666667
2, 20, 5.000000, BB_DP, 42.000000, 69.444600, -42.000000
2, 20, 5.000000, PDP, 42.000000, 145.093100, 1.000000
2, 20, 5.000000, TABU, 42.000000, 4.336500, 1.000000
2, 20, 5.000000, GA, 44.000000, 14.243000, 1.047619
2, 20, 5.000000, BB_DP, 39.000000, 2189.452100, -39.000000
2, 20, 5.000000, PDP, 39.000000, 145.563700, 1.000000
2, 20, 5.000000, TABU, 40.000000, 3.622800, 1.025641
2, 20, 5.000000, GA, 44.000000, 19.333600, 1.128205
2, 20, 5.000000, BB_DP, 33.000000, 323.678400, -33.000000
2, 20, 5.000000, PDP, 33.000000, 137.253400, 1.000000
2, 20, 5.000000, TABU, 33.000000, 3.530100, 1.000000
2, 20, 5.000000, GA, 35.000000, 13.286600, 1.060606
2, 20, 5.000000, BB_DP, 25.000000, 2631.920100, -25.000000
2, 20, 5.000000, PDP, 25.000000, 144.292500, 1.000000
2, 20, 5.000000, TABU, 25.000000, 4.066800, 1.000000
2, 20, 5.000000, GA, 26.000000, 16.342500, 1.040000
2, 20, 5.000000, BB_DP, 26.000000, 627.252500, -26.000000
2, 20, 5.000000, PDP, 26.000000, 141.837300, 1.000000
2, 20, 5.000000, TABU, 26.000000, 2.852300, 1.000000
2, 20, 5.000000, GA, 26.000000, 14.213100, 1.000000
2, 20, 7.000000, BB_DP, 41.000000, 129.658200, -41.000000
2, 20, 7.000000, PDP, 41.000000, 137.983400, 1.000000
2, 20, 7.000000, TABU, 41.000000, 3.431600, 1.000000
2, 20, 7.000000, GA, 41.000000, 14.587800, 1.000000
2, 20, 7.000000, BB_DP, 25.000000, 268.221700, -25.000000
2, 20, 7.000000, PDP, 25.000000, 144.467600, 1.000000
2, 20, 7.000000, TABU, 25.000000, 3.093900, 1.000000
2, 20, 7.000000, GA, 25.000000, 16.058600, 1.000000
2, 20, 7.000000, BB_DP, 32.000000, 388.108100, -32.000000
2, 20, 7.000000, PDP, 32.000000, 137.980700, 1.000000
2, 20, 7.000000, TABU, 34.000000, 3.527600, 1.062500
2, 20, 7.000000, GA, 35.000000, 14.502700, 1.093750
2, 20, 7.000000, BB_DP, 40.000000, 831.344000, -40.000000
2, 20, 7.000000, PDP, 40.000000, 138.223100, 1.000000
2, 20, 7.000000, TABU, 40.000000, 3.112300, 1.000000
2, 20, 7.000000, GA, 50.000000, 13.878800, 1.250000
2, 20, 7.000000, BB_DP, 35.000000, 6937.653900, -35.000000
2, 20, 7.000000, PDP, 35.000000, 147.833400, 1.000000
2, 20, 7.000000, TABU, 38.000000, 2.975100, 1.085714
2, 20, 7.000000, GA, 38.000000, 17.595400, 1.085714
2, 22, 3.000000, BB_DP, 24.000000, 69697.752500, -24.000000
2, 22, 3.000000, PDP, 24.000000, 635.031200, 1.000000
2, 22, 3.000000, TABU, 26.000000, 4.772200, 1.083333
2, 22, 3.000000, GA, 26.000000, 16.040900, 1.083333
2, 22, 3.000000, BB_DP, 23.000000, 108690.116200, -23.000000
2, 22, 3.000000, PDP, 23.000000, 492.608000, 1.000000
2, 22, 3.000000, TABU, 25.000000, 2.613300, 1.086957
2, 22, 3.000000, GA, 24.000000, 12.866000, 1.043478
2, 22, 5.000000, BB_DP, 35.000000, 212059.424600, -35.000000
2, 22, 5.000000, PDP, 35.000000, 666.678900, 1.000000
2, 22, 5.000000, TABU, 35.000000, 4.015300, 1.000000
2, 22, 5.000000, GA, 35.000000, 18.267700, 1.000000
2, 22, 5.000000, BB_DP, 38.000000, 12377.009000, -38.000000
2, 22, 5.000000, PDP, 38.000000, 508.441800, 1.000000
2, 22, 5.000000, TABU, 40.000000, 2.864100, 1.052632
2, 22, 5.000000, GA, 41.000000, 15.080900, 1.078947
2, 22, 5.000000, BB_DP, 28.000000, 9364.713400, -28.000000
2, 22, 5.000000, PDP, 28.000000, 513.608800, 1.000000
2, 22, 5.000000, TABU, 29.000000, 3.269000, 1.035714
2, 22, 5.000000, GA, 29.000000, 12.751100, 1.035714
2, 22, 5.000000, BB_DP, 31.000000, 938.335100, -31.000000
2, 22, 5.000000, PDP, 31.000000, 513.084600, 1.000000
2, 22, 5.000000, TABU, 31.000000, 3.671700, 1.000000
2, 22, 5.000000, GA, 33.000000, 13.265000, 1.064516
2, 22, 5.000000, BB_DP, 47.000000, 1634.261600, -47.000000
2, 22, 5.000000, PDP, 47.000000, 515.188700, 1.000000
2, 22, 5.000000, TABU, 47.000000, 2.932800, 1.000000
2, 22, 5.000000, GA, 48.000000, 10.783500, 1.021277
2, 22, 7.000000, BB_DP, 28.000000, 6940.967700, -28.000000
2, 22, 7.000000, PDP, 28.000000, 499.876200, 1.000000
2, 22, 7.000000, TABU, 28.000000, 2.690600, 1.000000
2, 22, 7.000000, GA, 28.000000, 13.507600, 1.000000
2, 22, 7.000000, BB_DP, 37.000000, 3032.589000, -37.000000
2, 22, 7.000000, PDP, 37.000000, 507.341300, 1.000000
2, 22, 7.000000, TABU, 37.000000, 2.713700, 1.000000
2, 22, 7.000000, GA, 40.000000, 18.773100, 1.081081
2, 22, 7.000000, BB_DP, 33.000000, 14187.174000, -33.000000
2, 22, 7.000000, PDP, 33.000000, 529.282500, 1.000000
2, 22, 7.000000, TABU, 37.000000, 2.504700, 1.121212
2, 22, 7.000000, GA, 37.000000, 12.997900, 1.121212
2, 22, 7.000000, BB_DP, 47.000000, 238.038300, -47.000000
2, 22, 7.000000, PDP, 47.000000, 501.827600, 1.000000
2, 22, 7.000000, TABU, 48.000000, 2.765200, 1.021277
2, 22, 7.000000, GA, 48.000000, 11.857500, 1.021277
2, 22, 7.000000, BB_DP, 50.000000, 810.958900, -50.000000
2, 22, 7.000000, PDP, 50.000000, 505.887300, 1.000000
2, 22, 7.000000, TABU, 50.000000, 3.712500, 1.000000
2, 22, 7.000000, GA, 54.000000, 13.067500, 1.080000
2, 24, 5.000000, BB_DP, 25.000000, 20527.824800, -25.000000
2, 24, 5.000000, PDP, 25.000000, 2206.395600, 1.000000
2, 24, 5.000000, TABU, 27.000000, 3.011400, 1.080000
2, 24, 5.000000, GA, 28.000000, 18.233800, 1.120000
2, 24, 5.000000, BB_DP, 40.000000, 34702.275900, -40.000000
2, 24, 5.000000, PDP, 40.000000, 2143.973700, 1.000000
2, 24, 5.000000, TABU, 41.000000, 4.378600, 1.025000
2, 24, 5.000000, GA, 43.000000, 19.652500, 1.075000
2, 24, 5.000000, BB_DP, 47.000000, 51270.682900, -47.000000
2, 24, 5.000000, PDP, 47.000000, 2199.419100, 1.000000
2, 24, 5.000000, TABU, 47.000000, 3.636900, 1.000000
2, 24, 5.000000, GA, 48.000000, 15.384100, 1.021277
2, 24, 5.000000, BB_DP, 34.000000, 24635.923700, -34.000000
2, 24, 5.000000, PDP, 34.000000, 2291.120500, 1.000000
2, 24, 5.000000, TABU, 35.000000, 6.067200, 1.029412
2, 24, 5.000000, GA, 36.000000, 14.263100, 1.058824
2, 24, 7.000000, BB_DP, 67.000000, 583.599400, -67.000000
2, 24, 7.000000, PDP, 67.000000, 2318.063200, 1.000000
2, 24, 7.000000, TABU, 67.000000, 3.011100, 1.000000
2, 24, 7.000000, GA, 69.000000, 16.208600, 1.029851
2, 24, 7.000000, BB_DP, 47.000000, 590.352500, -47.000000
2, 24, 7.000000, PDP, 47.000000, 2297.050500, 1.000000
2, 24, 7.000000, TABU, 49.000000, 3.526200, 1.042553
2, 24, 7.000000, GA, 48.000000, 18.011700, 1.021277
2, 24, 7.000000, BB_DP, 51.000000, 170.187700, -51.000000
2, 24, 7.000000, PDP, 51.000000, 2251.512600, 1.000000
2, 24, 7.000000, TABU, 53.000000, 2.952000, 1.039216
2, 24, 7.000000, GA, 54.000000, 12.779100, 1.058824
2, 24, 7.000000, BB_DP, 36.000000, 4280.484700, -36.000000
2, 24, 7.000000, PDP, 36.000000, 2350.254700, 1.000000
2, 24, 7.000000, TABU, 36.000000, 3.710700, 1.000000
2, 24, 7.000000, GA, 36.000000, 18.786700, 1.000000
2, 24, 7.000000, BB_DP, 53.000000, 505.161200, -53.000000
2, 24, 7.000000, PDP, 53.000000, 2328.981400, 1.000000
2, 24, 7.000000, TABU, 53.000000, 3.737200, 1.000000
2, 24, 7.000000, GA, 53.000000, 16.380600, 1.000000
2, 26, 3.000000, BB_DP, 43.000000, 228795.796700, -43.000000
2, 26, 3.000000, PDP, 43.000000, 9738.138000, 1.000000
2, 26, 3.000000, TABU, 43.000000, 2.969000, 1.000000
2, 26, 3.000000, GA, 44.000000, 13.524200, 1.023256
2, 26, 5.000000, BB_DP, 33.000000, 116752.445000, -33.000000
2, 26, 5.000000, PDP, 33.000000, 9561.268200, 1.000000
2, 26, 5.000000, TABU, 33.000000, 3.837700, 1.000000
2, 26, 5.000000, GA, 33.000000, 18.595500, 1.000000
2, 26, 5.000000, BB_DP, 48.000000, 4967.282500, -48.000000
2, 26, 5.000000, PDP, 48.000000, 9509.157800, 1.000000
2, 26, 5.000000, TABU, 48.000000, 3.837500, 1.000000
2, 26, 5.000000, GA, 48.000000, 15.018700, 1.000000
2, 26, 5.000000, BB_DP, 47.000000, 9919.772800, -47.000000
2, 26, 5.000000, PDP, 47.000000, 9430.280500, 1.000000
2, 26, 5.000000, TABU, 47.000000, 3.479900, 1.000000
2, 26, 5.000000, GA, 52.000000, 14.103500, 1.106383
2, 26, 5.000000, BB_DP, 44.000000, 35603.060400, -44.000000
2, 26, 5.000000, PDP, 44.000000, 9458.319700, 1.000000
2, 26, 5.000000, TABU, 44.000000, 5.572200, 1.000000
2, 26, 5.000000, GA, 46.000000, 12.788400, 1.045455
2, 26, 5.000000, BB_DP, 47.000000, 8532.935200, -47.000000
2, 26, 5.000000, PDP, 47.000000, 9498.361500, 1.000000
2, 26, 5.000000, TABU, 47.000000, 3.658900, 1.000000
2, 26, 5.000000, GA, 47.000000, 14.537000, 1.000000
2, 26, 7.000000, BB_DP, 72.000000, 139121.416400, -72.000000
2, 26, 7.000000, PDP, 72.000000, 9554.204800, 1.000000
2, 26, 7.000000, TABU, 73.000000, 3.114900, 1.013889
2, 26, 7.000000, GA, 73.000000, 16.975100, 1.013889
2, 26, 7.000000, BB_DP, 46.000000, 5416.626000, -46.000000
2, 26, 7.000000, PDP, 46.000000, 9493.406200, 1.000000
2, 26, 7.000000, TABU, 46.000000, 3.769000, 1.000000
2, 26, 7.000000, GA, 47.000000, 24.124300, 1.021739
2, 26, 7.000000, BB_DP, 57.000000, 115835.334300, -57.000000
