M, N, B, Name, Result, Time, OPT_Rate, Nodes,Timeout
5, 9, 3.000000, BB_DP, 0.000000, 0.932823, 1.000000, 9832, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.612479, 1.000000, 2933, 1
5, 9, 3.000000, BB_DP, 0.000000, 3.027225, 1.000000, 32555, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.533035, 1.000000, 5472, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.200404, 1.000000, 1316, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.607221, 1.000000, 1287, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.871518, 1.000000, 2353, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.408223, 1.000000, 4103, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.866410, 1.000000, 9210, 1
5, 9, 3.000000, BB_DP, 0.000000, 1.427664, 1.000000, 17694, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.144015, 1.000000, 221, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.552323, 1.000000, 2616, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.305021, 1.000000, 1084, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.453537, 1.000000, 7809, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.224941, 1.000000, 1505, 1
5, 9, 3.000000, BB_DP, 0.000000, 1.253831, 1.000000, 13096, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.880843, 1.000000, 15079, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.759701, 1.000000, 13584, 1
5, 9, 3.000000, BB_DP, 0.000000, 0.576096, 1.000000, 9329, 1
5, 9, 3.000000, BB_DP, 0.000000, 1.782123, 1.000000, 21673, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.754226, 1.000000, 10890, 1
5, 9, 5.000000, BB_DP, 0.000000, 1.235926, 1.000000, 16879, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.848081, 1.000000, 11362, 1
5, 9, 5.000000, BB_DP, 1.000000, 0.500147, 1.000000, 9549, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.332334, 1.000000, 3194, 1
5, 9, 5.000000, BB_DP, 1.000000, 1.350102, 1.000000, 37169, 1
5, 9, 5.000000, BB_DP, 0.000000, 1.288684, 1.000000, 24762, 1
5, 9, 5.000000, BB_DP, 0.000000, 1.843336, 1.000000, 12290, 1
5, 9, 5.000000, BB_DP, 0.000000, 1.734004, 1.000000, 26138, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.669023, 1.000000, 7545, 1
5, 9, 5.000000, BB_DP, 1.000000, 1.879576, 1.000000, 20559, 1
5, 9, 5.000000, BB_DP, 0.000000, 1.104029, 1.000000, 8787, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.533393, 1.000000, 4345, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.917881, 1.000000, 12172, 1
5, 9, 5.000000, BB_DP, 1.000000, 1.904323, 1.000000, 30530, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.116754, 1.000000, 650, 1
5, 9, 5.000000, BB_DP, 0.000000, 1.087661, 1.000000, 15658, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.961110, 1.000000, 13020, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.384145, 1.000000, 5841, 1
5, 9, 5.000000, BB_DP, 0.000000, 0.422830, 1.000000, 6236, 1
5, 9, 7.000000, BB_DP, 1.000000, 0.763698, 1.000000, 11789, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.416317, 1.000000, 4511, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.497326, 1.000000, 7007, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.539517, 1.000000, 8900, 1
5, 9, 7.000000, BB_DP, 0.000000, 1.040117, 1.000000, 8916, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.765482, 1.000000, 10715, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.343325, 1.000000, 5257, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.281191, 1.000000, 2025, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.934698, 1.000000, 7827, 1
5, 9, 7.000000, BB_DP, 1.000000, 1.355293, 1.000000, 18182, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.097661, 1.000000, 510, 1
5, 9, 7.000000, BB_DP, 1.000000, 0.609630, 1.000000, 12587, 1
5, 9, 7.000000, BB_DP, 0.000000, 1.281065, 1.000000, 21318, 1
5, 9, 7.000000, BB_DP, 0.000000, 2.854874, 1.000000, 36261, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.441253, 1.000000, 5623, 1
5, 9, 7.000000, BB_DP, 1.000000, 1.767984, 1.000000, 34420, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.739372, 1.000000, 6002, 1
5, 9, 7.000000, BB_DP, 0.000000, 0.585766, 1.000000, 5083, 1
5, 9, 7.000000, BB_DP, 0.000000, 1.441698, 1.000000, 22351, 1
5, 9, 7.000000, BB_DP, 0.000000, 1.081253, 1.000000, 16116, 1
5, 10, 3.000000, BB_DP, 0.000000, 0.832817, 1.000000, 2506, 1
5, 10, 3.000000, BB_DP, 0.000000, 12.242355, 1.000000, 96395, 1
5, 10, 3.000000, BB_DP, 0.000000, 1.977383, 1.000000, 22343, 1
5, 10, 3.000000, BB_DP, 0.000000, 1.069439, 1.000000, 4572, 1
5, 10, 3.000000, BB_DP, 0.000000, 2.752329, 1.000000, 17408, 1
5, 10, 3.000000, BB_DP, 0.000000, 1.163423, 1.000000, 17783, 1
5, 10, 3.000000, BB_DP, 0.000000, 8.365293, 1.000000, 51151, 1
5, 10, 3.000000, BB_DP, 0.000000, 2.393102, 1.000000, 41528, 1
5, 10, 3.000000, BB_DP, 0.000000, 3.561564, 1.000000, 52998, 1
5, 10, 3.000000, BB_DP, 0.000000, 3.302244, 1.000000, 17544, 1
5, 10, 3.000000, BB_DP, 0.000000, 2.060770, 1.000000, 14354, 1
5, 10, 3.000000, BB_DP, 0.000000, 2.482177, 1.000000, 11728, 1
5, 10, 3.000000, BB_DP, 0.000000, 4.782760, 1.000000, 31448, 1
5, 10, 3.000000, BB_DP, 1.000000, 5.427990, 1.000000, 65257, 1
5, 10, 3.000000, BB_DP, 0.000000, 1.678890, 1.000000, 8174, 1
5, 10, 3.000000, BB_DP, 0.000000, 3.078726, 1.000000, 28567, 1
5, 10, 3.000000, BB_DP, 0.000000, 0.622299, 1.000000, 3049, 1
5, 10, 3.000000, BB_DP, 0.000000, 0.426479, 1.000000, 4025, 1
5, 10, 3.000000, BB_DP, 0.000000, 2.347463, 1.000000, 13237, 1
5, 10, 3.000000, BB_DP, 0.000000, 4.010594, 1.000000, 55929, 1
5, 10, 5.000000, BB_DP, 0.000000, 2.014637, 1.000000, 26533, 1
5, 10, 5.000000, BB_DP, 1.000000, 9.575089, 1.000000, 89294, 1
5, 10, 5.000000, BB_DP, 0.000000, 1.371191, 1.000000, 26254, 1
5, 10, 5.000000, BB_DP, 1.000000, 5.617119, 1.000000, 132499, 1
5, 10, 5.000000, BB_DP, 1.000000, 3.641415, 1.000000, 31041, 1
5, 10, 5.000000, BB_DP, 2.000000, 6.058789, 1.000000, 74512, 1
5, 10, 5.000000, BB_DP, 0.000000, 1.631986, 1.000000, 16668, 1
5, 10, 5.000000, BB_DP, 2.000000, 2.362631, 1.000000, 41934, 1
5, 10, 5.000000, BB_DP, 0.000000, 2.774395, 1.000000, 19219, 1
5, 10, 5.000000, BB_DP, 1.000000, 3.386135, 1.000000, 30515, 1
5, 10, 5.000000, BB_DP, 4.000000, 11.320742, 1.000000, 130719, 1
5, 10, 5.000000, BB_DP, 0.000000, 1.419632, 1.000000, 32642, 1
5, 10, 5.000000, BB_DP, 0.000000, 1.113066, 1.000000, 23135, 1
5, 10, 5.000000, BB_DP, 0.000000, 4.437278, 1.000000, 64812, 1
5, 10, 5.000000, BB_DP, 0.000000, 1.804000, 1.000000, 22410, 1
5, 10, 5.000000, BB_DP, 2.000000, 1.812914, 1.000000, 16615, 1
5, 10, 5.000000, BB_DP, 0.000000, 0.809377, 1.000000, 13162, 1
5, 10, 5.000000, BB_DP, 0.000000, 2.778935, 1.000000, 58399, 1
5, 10, 5.000000, BB_DP, 0.000000, 4.932847, 1.000000, 54738, 1
5, 10, 5.000000, BB_DP, 0.000000, 0.745164, 1.000000, 11880, 1
5, 10, 7.000000, BB_DP, 0.000000, 0.735769, 1.000000, 11017, 1
5, 10, 7.000000, BB_DP, 4.000000, 8.954202, 1.000000, 96960, 1
5, 10, 7.000000, BB_DP, 1.000000, 0.507903, 1.000000, 11435, 1
5, 10, 7.000000, BB_DP, 2.000000, 3.813144, 1.000000, 51372, 1
